,text,orientation,language,mean_confidence,used_original_text,time,scale
10,"x 
contributors
Since 1996 her teaching and research interests have focused on 
 contemporary religious trends, such as Paganism, new religions includ-
ing Scientology, and the relationship between contemporary religion 
and culture. She is Editor (with Liselotte Frisk) of the International 
Journal for the Study of New Religions and (with Christopher Hartney) of 
the Journal of Religious History.
Régis Dericquebourg is assistant professor in the faculty of the 
University Charles De Gaulle-Lille3 (France) and a permanent mem-
ber of the Group for the Study of Religions and Secularity (laïcité) at 
the National Center for the Scientiﬁc Studies in Paris. In 1986, he 
began studies on healing churches publishing such books as Healing 
Religions (1988), The Antoinists (1993), The Christian Scientists (1999), and 
To Believe and to Heal (2001), completing an habilitation in this area in 
2000. He is author of more than ﬁfty scientiﬁc articles in the sociology 
of minority religious groups and he contributes to many world confer-
ence of sociology of religion.
Nevill Drury received his Ph.D from the University of Newcastle, 
Australia, in 2008 and works as a full-time writer and occasional 
university lecturer. His recent publications include Sacred Encounters: 
Shamanism and Magical Journeys of the Spirit (2003); Magic and Witchcraft: 
from Shamanism to the Technopagans (2003); The New Age: the History of a 
Movement (2004, winner of a Silver Award in ForeWord Magazine’s Book 
of the Year Awards, New York); Homage to Pan: the life, art and magic 
of Rosaleen Norton (2009) and Stealing Fire from Heaven: the Rise of Modern 
Western Magic (2010).
Asbjørn Dyrendal is associate professor in History of Religion at 
the Norwegian University of Science and Technology, Trondheim, 
Norway. His research interests revolve around contemporary religion 
in society, particularly Satanism, popular occulture and conspiracy 
culture. He is also editor of the Norwegian sceptic’s journal Skepsis.
Helen Farley is a lecturer in studies in religion at the University of 
Queensland. She was the editor of the studies in religion journal, 
Khthónios, and the conference chair of the Alternative Expressions of 
the Numinous conference. Farley also has an interest in technology, 
having recently established the ‘Religion Bazaar’ island in the virtual 
world of Second Life.
",,eng,,True,1648325059.316108,
11," 
contributors 
xi
Kathinka Frøystad is associate professor of Social Anthropology at the 
University of Bergen. Specializing in India, her thematical interests 
include religious transformation, social inequality, cosmopolitanism, 
religious nationalism and political violence. Frøystad is the author of 
Blended Boundaries: Caste Class and Shifting Faces of ‘Hinduness’ (Oxford 
University Press, 2005).
Cathy Gutierrez is a professor of Religion at Sweet Briar College 
in Virginia. Her primary research interests are nineteenth-century 
American religions and the history of esotericism, particularly where 
they intersect with ideas of consciousness. She has published on the 
Free Love movement in America, Theosophy, millennialism, and the 
Freemasons. Her most recent work is Plato’s Ghost: Spiritualism in the 
American Renaissance (Oxford University Press 2009). 
Olav Hammer is professor of History of Religions and the University 
of Southern Denmark. He has published extensively, in particular on 
Western esotericism and on New Religious Movements. Recent publi-
cations include Alternative Christs (edited volume, Cambridge UP, 2009). 
He is at present executive editor of the journal Numen.
Carie Little Hersh received her Juris Doctor and Master’s in Cultural 
Anthropology from Duke University and is completing her Doctorate 
in Anthropology at the University of North Carolina at Chapel Hill. 
Her research focuses on the intersection of legal anthropology and the 
study of religion and the secular.
Cynthia Ann Humes is associate professor of religious studies as well 
as Chief Technology Ofﬁcer and Executive Director of Information 
Technology Services at Claremont McKenna College. She is co-edi-
tor of Living Banaras: Hindu Religion in Cultural Context (State University 
of New York, 1993 and Manohar Publications, 1998); co-editor of 
Gurus in America (State University of New York, 2005); and co-editor of  
Breaking Boundaries with the Goddess: New Directions in the Study of Saktism, 
(Manohar Publications, 2009). 
David Christopher Lane is a professor of Philosophy at Mt. San 
Antonio College and a Lecturer in Religious Studies at California 
State University, Long Beach. He received a Ph.D. and an M.A. in 
the Sociology of Knowledge from the University of California, San 
",,eng,,True,1648325059.324244,
12,"xii 
contributors
Diego, and an additional M.A. in the History and Phenomenology of 
Religion from the Graduate Theological Union, Berkeley. Dr. Lane 
is the author of several books, including The Radhasoami Tradition and 
Exposing Cults (New York and London: Garland Publishers) and is the 
founder of the neuralsurfer.com website.
James R. Lewis is associate professor of Religious Studies at the 
University of Tromsø. He is also Honorary Senior Research Fellow at 
the University of Wales Lampeter. His publications include (co-edited 
with Daren Kemp) Handbook of New Age, (co-edited with Murphy Pizza) 
Handbook of Contemporary Paganism, The Oxford Handbook of New Religious 
Movements, and Violence and New Religious Movements (forthcoming). He 
edits Brill’s Handbooks on Contemporary Religion series.
Sarah M. Lewis is a lecturer in Religious Studies at University of 
Wales Lampeter. She recently co-edited Sacred Schisms: How Religions 
Divide, Cambridge University Press, 2009, with James R Lewis (no 
relation!).
Gustavo Andrés Ludueña holds a MA in Anthropology from Memorial 
University of Newfoundland and a PhD in Anthropology from the 
University of Buenos Aires. He published on symbolism and technolo-
gies of the self in monastic environments, epistemology of religious 
experience, and politics and religion in Latin America. He is also 
Fellow of Clare Hall, University of Cambridge.
Christopher McIntosh holds a doctorate in history from the University 
of Oxford. His many books include a biography of King Ludwig II 
of Bavaria, a study of sacred and symbolic gardens, and works on 
Rosicrucianism and other esoteric traditions of the West. Earlier in his 
life he worked for the United Nations in New York and UNESCO in 
Hamburg. He is on the teaching faculty of the Centre for the Study of 
Esotericism at Exeter University and lives in Bremen, Germany.
David L. McMahan is associate professor in the Religious Studies 
department at Franklin & Marshall College in Pennsylvania. He 
received his Ph.D. in religious studies from the University of California 
at Santa Barbara. He is the author of The Making of Buddhist Modernism 
(Oxford, 2008), Empty Vision: Metaphor and Visionary Imagery in Mahayana 
Buddhism (Routledge Curzon, 2002), and a number of articles on 
",,eng,,True,1648325059.3319218,
13," 
contributors 
xiii
Mahayana Buddhism in South Asia and Buddhism in the modern 
world.
Meera Nanda writes on Hinduism and science. She is a recipient of 
research fellowships from the American Council of Learned Societies 
and the John Templeton Foundation. She was a visiting fellow (2009–
2010) at the Jawaharlal Nehru Institute of Advanced Studies at the 
Jawaharlal Nehru University, New Delhi. She is the author of Prophets 
Facing Backward: Postmodernism, Science and Hindu Nationalism (2004) and 
The God Market: How Globalization is making India more Hindu (2010). She 
is currently at work on an intellectual history of scientiﬁc rationalism 
and secularism in contemporary India.
Charles W. Nuckolls received his Ph.D. from University of Chicago and is 
professor and chair of the Department of Anthropology, Brigham Young 
University.  He is the author of The Cultural Dialectics of Knowledge and 
Desire, and Culture: A Problem that Cannot be Solved (both University 
of Wisconsin Press). A cultural anthropologist, most of his ﬁeldwork has 
been in India and Japan, and most recently, New Zealand. 
Jesper Aagaard Petersen is a research fellow at the Norwegian 
University of Science and Technology, Trondheim, Norway. Recent 
work includes editing Contemporary Religious Satanism: A Critical Anthology 
(Ashgate, 2009) and co-editing The Encyclopedic Sourcebook of Satanism 
(Prometheus, 2008). He is currently assembling a doctoral dissertation 
on modern Satanism provisonally entitled Between Darwin and the 
Devil.
Jeremy Rapport teaches in the religious studies department at the 
College of Wooster. His research focuses on American metaphysical 
religions and on cultural alignment strategies used by new religious 
movements. 
Martin Repp is a lecturer at Heidelberg University and the editor 
of the journal Japanese Religions. His research focuses on Japanese 
Pure Land Buddhism, Aum Shinrikyô, and forms of communication 
between religions. He is the author of Das religiöse Denken Hônens—Eine 
Untersuchung zu Strukturen religiöser Erneuerung (2005), Aum Shinrikyô—Ein 
Kapitel krimineller Religionsgeschichte (1997), and a number of articles on 
these themes.
",,eng,,True,1648325059.339767,
14,"xiv 
contributors
Martin Riexinger took courses in Islamic Studies at Tübingen 
University, he received his PhD from Freiburg University for a study 
on the puritan South Asian Ahl-I �adīth movement. In 2009 he has 
submitted his Habilitationsschrift on the Turkish Nurcu movement at 
Göttingen University. Currently he is teaching at Aarhus University. 
His specialization is modern Islam with a thematic focus on the recep-
tion on modern science.
Kathryn Rountree is associate professor of Social Anthropology at 
Massey University, Auckland. She is author of Embracing the Witch and 
the Goddess (Routledge 2004), Crafting Contemporary Pagan Identities in a 
Catholic Society (Ashgate 2010), and many articles about contemporary 
Goddess religion, Neo-Paganism, pilgrimage and embodiment, and 
archaeological sites as contested sites. Her current research focuses on 
the Hill of Tara, Ireland.
Jochen Scherer obtained his doctorate from the University of Wales, 
Bangor. His research focused on epistemological and ontological 
aspects of New Age discourse, highlighting the extent of claims to 
knowledge with objective, absolute and universal validity. He teaches 
Religious Studies at a secondary school in England.
Damian Setton is PhD in Social Sciences at the University of Buenos 
Aires, Master in Social Sciences and First Degree in Sociology, Professor 
at the University of Buenos Aires and the National University of La 
Plata and member of the Centre of Jewish Studies at IDES (Institute 
of Economical and Social Development). He has published several 
academic articles about Jews in Argentina and sociology of religion
Hanna Skartveit is a PhD fellow at the Department of Social 
Anthropology and IMER, University of Bergen, Norway. She has 
worked on religion, spirituality and the self in Buenos Aires and 
recently published a book on angel devotion, fan culture and working 
class identity.
Ülo Valk is professor of Estonian and Comparative Folklore at the 
University of Tartu. His publications include the monograph “The 
Black Gentleman: Manifestations of the Devil in Estonian Folk 
Religion” (Academia Scientiarum Fennica, Helsinki, 2001) and other 
",,eng,,True,1648325059.347358,
15," 
contributors 
xv
works on folk belief, demonology, vernacular genres and social dimen-
sion of folklore in Estonia and in India.
Christal Whelan is an anthropologist, writer, and ﬁlmmaker. She cur-
rently lives in Kyoto, Japan where she is a lecturer at Ritsumeikan 
University. 
Benjamin E. Zeller researches religion in America, focusing on reli-
gious currents that are new or alternative, including new religions, the 
religious engagement with science, and the quasi-religious relationship 
people have with food.  His book, Prophets and Protons: New Religious 
Movements and Science in Late Twentieth-Century America (NYU Press, 2010) 
considers how three new religious movements engaged science and 
what they reveal of broader culture. Zeller serves as Assistant Professor 
of Religious Studies at Brevard College.
",,eng,,True,1648325059.351476,
16,,,eng,,True,1648325059.351731,
17,"INTRODUCTION
Olav Hammer and James R. Lewis
The Problem
How can we know that a particular statement is correct? The tradi-
tional account held by philosophers since the days of Plato suggests 
that knowledge consists of justiﬁed true belief.1 My knowing that it 
rained yesterday entails that I hold the belief that this was indeed 
the case, that it really did rain, and that I have some reliable means 
of connecting my belief with the facts (for instance that I was soaked 
after being caught outdoors, and that I have a trustworthy memory 
of the event).
How does such knowledge of empirical facts arise? Some proposi-
tions are trivial to verify. For instance, the ISBN number of the pub-
lication that you are reading at this moment can readily be found 
on the book cover. Many other propositions are empirically veriﬁable 
in principle, although it may require considerable skill and years of 
professional training to verify them. Scientists have good reason to 
accept as fact the proposition that light travels through a vacuum at 
a speed of 299 792 458 meters per second. Verifying the speed of 
light is, of course, no simple matter. In this instance, ‘justiﬁed true 
belief’ for most of us means something rather different than it does 
in the simpler cases. Here, justiﬁcation, our feeling that we know this 
to be the case, is the result of relying on statements provided to us by 
trustworthy experts. Our acceptance of these experts in turn relies on 
a whole set of background factors: their status is considered sufﬁciently 
guaranteed; e.g., by their educational background and by their having 
submitted their results to intersubjective scrutiny.
Religious propositions share some of the characteristics of such 
hard-to-verify empirical statements. Few people have much personal 
experience that might validate religious truth claims. Most of what 
1 For a discussion with an overview of the problems with the classic account and 
of dissenting opinions, see the Stanford Encyclopedia of Philosophy at plato.stanford.edu/
entries/knowledge-analysis/ 
",,eng,,True,1648325059.361341,
18,"2 
olav hammer and james r. lewis
religious people say that they know comes from experts whose claims 
they value and accept. The problem of justifying belief in the state-
ments of these religious experts is compounded by the diversity of 
opinions. Whereas one would be hard pressed to ﬁnd anybody seri-
ously arguing for a different value for the speed of light, disagreement 
is rampant when it comes to the domain of religion. Some religions 
postulate the existence of a single deity; others propose that there is a 
multiplicity of gods. Some traditions afﬁrm that the universe we live 
in and every creature that inhabits it owes its origin to the creative 
activity of the god or gods at some given point in time, while others 
state that the world has existed eternally and accept the emergence 
of the various species through evolution over vast epochs. Adherents 
of all of these worldviews and practices afﬁrm that they are conﬁdent 
that their own religious predilections are not merely based on their 
personal opinions or preferences, but are in fact true. How does this 
air of certainty come about?
Warrants
Religious claims are generally supported by explicit or implicit argu-
ments, and most crucially by a warrant that ultimately backs up the 
argument. Such warrants can be classiﬁed into a small number of 
types. In some instances, the warrant can be the unquestioned author-
ity of a canonical text. When Sayyid Qutb, the father of Islamist ideol-
ogy, in chapter 5 of his book Milestones argues that the only acceptable 
way to rule a society is by following the will of God as manifested in 
the Prophet’s sunna, the clinching warrant is the text of the Qur’an. 
Qutb quotes Sura 12 verse 40 (“The command belongs to God alone. 
He commands you not to worship anyone except Him. This is the 
right way of life.”) and Sura 4 verse 80 (“Whoever obeys the Prophet 
obeys God”) to support his statement. Since the Qur’an is taken axi-
omatically as the literal word of God, these quotes are by deﬁnition 
valid representations of absolute truth and no further discussion or 
argumentation is needed.
In other instances, the warrant consists of the words and deeds 
of unimpeachable individuals. Max Weber’s concept of charismatic 
authority clearly falls under this rubric: “‘Charismatic authority’, 
hence, shall refer to a rule over men, [. . .] to which the governed sub-
mit because of their belief in the extraordinary quality of the  speciﬁc 
",,eng,,True,1648325059.372033,
19," 
introduction 
3
person”.2 Religious ﬁgures as diverse as magical sorcerers,3 tribal sha-
mans and the Mormon prophet Joseph Smith4 are singled out by 
Weber as holders of this ability to lead and convince others. The 
axiomatic warrant is that truly extraordinary individuals speak with 
extraordinary authority.
A different way of relying on the absolute authority of particular 
individuals can be found in the Islamic tradition. The authoritative 
praxis of the prophet Muhammad has come down to subsequent 
generations of Muslims via the hadith literature, collections of texts 
documenting the words and actions of the prophet in speciﬁc situ-
ations. The normative status of the prophet Muhammad himself is 
beyond discussion, but the Muslim community already at an early 
stage acknowledged that hadith reports about him could be forged. 
How does one distinguish spurious hadith from authentic ones? The 
solution was to engage in a speciﬁc form of textual criticism that exam-
ined the chains of narrators who transmitted the information about 
the prophet from Muhammad’s own time and place to the ﬁnal com-
piler of hadiths. A key criterion in assessing these chains was the moral 
probity of the transmitters. The unquestioned assumption was that 
individuals generally known for their piety and integrity would not lie 
about what they had heard.
In yet other instances the power to function as warrant for truth 
claims lies in subjective validation by the individual adherent of the 
religious tradition. Many contemporary forms of religion insist that 
nothing needs to be accepted uncritically. By meditating according to 
the prescribed methods, by personally trying the method of spiritual 
healing proposed or by experiencing the divinatory practices for one-
self, one will arrive at the conclusion that the proffered religious claims 
are true. Doubting one’s own ﬁrst-hand experiences, in this perspec-
tive, would be a futile and bizarre exercise.
Finally, institutional backing is frequently invoked as warrant. 
Weber’s traditional and legal forms of authority fall under this head-
ing. In the former, the accumulated historical weight of the religious 
2 Weber, Max (1948) From Max Weber: Essays in Sociology. Edited, with an Introduction 
by H. H. Gerth and C. Wright Mills. London: Routledge, 295f.; Emphasis in the 
 original.
3 From Max Weber, 296.
4 From Max Weber, 246.
",,eng,,True,1648325059.3818848,
20,"4 
olav hammer and james r. lewis
community legitimates claims; in the second, core social institutions 
back up the doctrines and practices of the religious group.
The Authority of Science
Few if any institutions in modern society have a rhetorical strength 
matching that of the sciences. It is, however, an institution whose sup-
port for religious claims is far from self-evident, and not all religious 
traditions attempt to draw legitimacy from science. Indeed, a standard 
argument in sceptical and atheist literature, from 19th century classics 
such as John William Draper’s History of  the Conﬂict Between Religion 
and Science (1874) to widely read contemporary atheist literature by 
Richard Dawkins (The God Delusion) and others, is that science super-
sedes religion because the latter is based on unfounded assertions.
Such conﬂicts between the claims of the science and those of reli-
gious traditions can basically be handled in three different ways. 
Perhaps most uncommonly, science can be branded as an ungodly 
institution purveying crude antireligious propaganda. The founder 
of the International Society for Krishna Consciousness (ISKCON), 
Swami Bhaktivedanta Prabhupada, was thus fond of calling scientists 
cheaters, scoundrels and rascals, and denounced science as nonsense.5 
Secondly, and much more commonly, it can be claimed that science 
and religion are in fact two different domains. Science, it is suggested, 
answers questions about how the world functions, whereas religion 
addresses issue such as how we should live. They are, in the words 
of Steven Jay Gould, non-overlapping magisteria.6 Thirdly, and most 
importantly for the present purposes, it is often claimed that there is 
in reality no conﬂict at all between science and religion. Science, it is 
argued, in fact corroborates the claims of religion. 
Given the rhetorical strength of science in contemporary society, 
an appeal to a concord between science and religion would seem an 
attractive way to provide a warrant for religious claims. This is in 
fact what we observe in a vast array of religious traditions. Christians, 
5 See, for instance, his book Life Comes from Life, which is replete with such attacks 
on the sciences, and especially biology. See also http://www.bbt.info/usingwordsra-
scalsfools.
6 Stephen Jay Gould (2002). Rocks of Ages: Science and Religion in the Fullness of Life. 
New York: Ballantine Books.
",,eng,,True,1648325059.391219,
21," 
introduction 
5
Muslims, Buddhists, Hindus, adherents of dozens of new religious 
movements, esoteric and New Age currents all afﬁrm that science is in 
fact in agreement with their own world views. Their scriptures are sci-
entiﬁc documents, their practices in agreement with the latest advances 
in neurology or particle physics, and their cosmologies resonant with 
the most up-to-date discoveries in the natural sciences.
How is this possible? How can science, seen by Richard Dawkins 
and other arch-sceptics as the ultimate weapon against the putative 
illusions of religion, for others be the preferred legitimator of religious 
propositions? The answer, we suggest, lies in the speciﬁc understand-
ing of science that underlies its use as warrant.
Science as Legitimator of Religion
Philosophically, the issue of how to demarcate science from ‘everything 
else’ appears intractable. In practice, however, the scientiﬁc commu-
nity acts as if this philosophical problem were a minor issue. The line 
of demarcation between science and ‘pseudo-science’ may be hard 
to deﬁne with any precision, but there is widespread agreement on 
particular instances. Intelligent design theory, astrology and faith heal-
ing are (almost) universally rejected, whereas genetics, astronomy and 
biomedicine are universally accepted as scientiﬁc disciplines.
Similarly, in the philosophy of science the nature of the link between 
observational data and explanatory theories remains essentially con-
tested. Nevertheless, scientists within particular disciplines accept a 
nucleus of generally accepted explanatory claims, and afﬁrm that these 
claims are connected into larger systems, theories accepted by nearly 
all. Geneticists rejecting Darwinian evolution, or astronomers scepti-
cal of Einstein’s theory of relativity, are few and far between. Most 
research involves investigating contentious issues at the periphery of 
this generally accepted core. The results of this research are subjected 
to an institutionalized peer review process, and are evaluated accord-
ing to widely shared standards. 
Religions function rather differently. They consist of mythological 
and ritual elements that display a much more modest degree of inter-
nal coherence, and very few key claims are accepted by all members 
of a given religious tradition, or remain stable over time. Old doctrines 
are replaced by new ones, existing rituals die out in favour of ritual 
innovations, and organizational structures are transformed, a process 
",,eng,,True,1648325059.401341,
22,"6 
olav hammer and james r. lewis
that takes place more by historical contingency than, e.g., by any 
widely shared process of veriﬁcation. For instance, in various branches 
of the Christian tradition, few issues subsist over time, while very many 
others become contested or are rejected: Is Scripture inerrant? Is Hell 
a physical location? Are there really demons? Is Satan a powerful and 
evil being? Are there witches? Are rituals of exorcism a vital element 
of Christian ritual life? Should heretics be compelled by force to con-
vert? Must good Christians reject Darwin’s theory of natural selection? 
Should only men be accepted as members of the clergy? Is homo-
sexuality an abomination in the eyes of God? In the past (sometimes 
the not-too-distant past), these questions would be answered in the 
afﬁrmative by most people who identiﬁed themselves as Christians. 
Today, the responses to some of these issues become identity mark-
ers that distinguish different denominations, e.g., “conservative” from 
“liberal”. Each group has selected or rejected a particular cluster of 
elements from the total repertoire.
Science and religion would thus appear to be radically different 
institutions, and the most common way to make science function as 
a legitimating warrant is to reinterpret science. Rather than being 
understood as a ﬁrmly interconnected core, and a generally accepted 
set of review procedures and of corroborating or disconﬁrming meth-
ods, science is approached as a religion-like cluster of elements that 
can be adopted or rejected on a piecemeal basis as needed. These indi-
vidual elements can be speciﬁc instances of scientiﬁc research that con-
ﬁrm particular religious claims; the use of technical devices, scientiﬁc 
terms, or mathematical calculations; references to scientiﬁc theories, 
the deployment of stylistic features commonly found in scientiﬁc texts; 
or the identiﬁcation of what particular groups or authors perceive as 
signiﬁcant analogies. Other scientiﬁc research, data and theories may 
not corroborate religious claims, and are therefore tacitly left out of the 
discussion, or are explicitly rejected. Science thus becomes split into 
two parts: unacceptable and potentially disconﬁrming science, versus 
acceptable and potentially conﬁrming science. As succinctly put in a 
19th century theosophical text, the Mahatma Letters, ‘Modern science is 
our best ally. Yet it is generally that same science which is made the 
enemy to break our heads with’.
This piecemeal approach to science comes across most clearly in 
two attempts to link religious claims with physics, separated by nearly 
a century. Helena Blavatsky, co-founder and chief ideologue of the-
osophy, argued that there was an eternal spiritual teaching that had 
",,eng,,True,1648325059.412259,
